Cote;Type;DataType;Dates;Titre;Sous-titre;Auteur;Destinataire;Sujet;Description;Notes;Résumé;Éditeur;Localisation;Droits;Ayants-droit;Format;Langue;État génétique;Relations génétiques;Autres ressources en relation;Nature du document;Support;État général;Publication;Représentation;Contexte géographique;Lieu d'expédition;Type de publication;Titre de la publication;Lieu de publication;Numéro de la publication;Périodicité;Directeur de la publication;Auteur analyse;Date analyse;Auteur description;Date création notice;Auteur révision;Date révision notice;Auteur transcription;
 MX-F-24;Fotos;imagen;1900-1940;Margarita Xirgu;;indeterminado;;Foto de Margarita Xirgu;Foto de Margarita Xirgu;el archivo original se llama : margxirgu13.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;413 × 600 32,9 ko;;;;;Archivo JPG;Digital;Muy mediocre;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipP7sGhith5LfF9NOewHyPJ1o7Jv6WHbJqem8-4G?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3 (última consulta: 2020-04-20);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-25;Fotos;imagen;1969;La tumba de Margarita Xirgu;;indeterminado;;Foto de Margarita Xirgu;La tumba de Margarita Xirgu;El archivo original se llama : margxirgu14.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;600 × 411 33,9 ko;;;;;Archivo JPG;Digital; Mediocre;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipNnnSky2WrOzfdII5Nvgd9oXsgf2-F0kAvCTSMF?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3 (última consulta: 2020-04-20);;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-26;Fotos;imagen;1908;Margarita Xirgu  y Jaume Borràs;;indeterminado;;" Margarita Xirgu y Jaume Borràs actaundo para  ""El Rey"" de Gaston Caillavet, Robert de Flers y Emmanuel Arene. Estrenada en el Teatro Romea en 1908.";;El archivo original se llama : margxirgu15.jpg;;Responsable del archivo : Fondo Margarita Xirgu del Instituto del Teatro de la Diputación de Barcelona.Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université); Teatro de la Diputación de Barcelona.;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;600 × 377 43,1 ko;;;;;Archivo JPG;Digital; Mediocre;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipN3ZYmQb0N0hlMjGmNoBAfz10zaNTbsuOSf40Ro?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3 (última consulta: 2020-04-20);;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-27;Fotos;imagen;1906-1940;Margarita Xirgu;;indeterminado;;Margarita Xirgu;Foto de Margarita Xirgu;El archivo original se llama : margxirgu16.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Barcelona;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;391 × 619 38 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipPD4LWDssn0MMhvVaQKokF9wVwwwY6i9ydirlir?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3 (última consulta: 2020-04-20);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-28;Fotos;imagen;1909;"Margarita Xirgu y ‘’la princesa llunyana""";;indeterminado;;"Margarita Xirgu y ‘’la princesa llunyana""";"Foto de Margarita  Xirgu actuando el 9 de octubre 1909 estrena ""La princesa llunyana"" de Edmond Eugène Rostand en el papel de Melisanda.";El archivo original se llama : margxirgu17.jpg;;Responsable del archivo : Familia Margarita Xirgu (Xavier Rius Xirgu, Ester Xirgu Cortacans, Natalia Valenzuela) | Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;421 × 600 57,2 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipOdRZVwnSwz6JEUu_fSL4Vy3COtviT6K5mbHwz1?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3 (última consulta: 2020-04-20);;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-29;Fotos;imagen;1910-1920;Margarita Xirgu de Elektra;;indeterminado;;Margarita Xirgu de Elektra;Foto de Margarita Xirgu   interpretando para Elektra;El archivo original se llama: margxirgu2.jpg;;Responsable del archivo : Familia Margarita Xirgu (Xavier Rius Xirgu, Ester Xirgu Cortacans, Natalia Valenzuela) | Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;370 × 640 33,8 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipMgcts8ZV2VcitBZCLIQb6Jf_EVEg5m-QKA7yLt?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3 (última consulta: 2020-04-21);;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-30;Fotos;imagen;19106-1925;Margarita Xirgu;;indeterminado;;Margarita Xirgu la reina Joves;Foto de Margarita Xirgu actuando’’ la la reina Joves’’;el archivo original se llama : margxirgu21.jpg;;Responsable del archivo : Familia Margarita Xirgu (Xavier Rius Xirgu, Ester Xirgu Cortacans, Natalia Valenzuela) | Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;421 × 654 56,8 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipOfO-jfyqAZHDLCw6IGtkhobBg1bB1NfHsbeABU?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3 (última consulta: 2020-04-21);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-31;Fotos;imagen;1906-1930;Margarita Xirgu;;indeterminado;;Margarita Xirgu;Foto de Margarita  Xirgu;el archivo original se llama :margxirgu3.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;391 × 606 21,4 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipM78E2QC4ubG8gfvfmO5sm0T5SByP_TIk-AkFGm?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3 (última consulta: 2020-04-21);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-32;Fotos;imagen;1906-1930;Margarita Xirgu;;indeterminado;;Margarita Xirgu;Margarita Xirgu actuando en la Reina Joves,;el archivo original se llama :margxirgu5.jpg;;Responsable del archivo :Familia de Maragrita Xirgu (fondo de los hermanos Xiru)  | Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;266 × 600 28,7 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipPMUZvZn5bw_9LncUEbofHd03g9zFFaikO51HeO?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3 (última consulta: h 2020-04-21);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-33;Fotos;imagen;19964;Margarita Xirgu;;indeterminado;;Margarita Xirgu;Foto de Margarita  Xirgu  mayor, en su casa de Montevideo;El archivo original se llama: margxirgu6.jpg;;Responsable del archivo :Familia de Maragrita Xirgu (fondo de los hermanos Xiru)  | Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;479 × 600 69,1 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipPE4uCHojzA3hfC-LGVIiAHNrKp80jmMmTnwU15?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3  (última consulta: 2020-04-21);;Montevideo;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-34;Fotos;imagen;1930-1960;Margarita Xirgu;;indeterminado;;Margarita Xirgu;Foto de Margarita Xirgu con un grupo de personas;el archivo original se llama : margxirgu7.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;435 × 600 73,7 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipN2WI_lRZ6aQTx0AIh8iWghUhNpFEXTI9Ga73Wz?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3  (última consulta: 2020-04-21);;Uruguay | Montevideo;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-35;Fotos;imagen;1940-1960;Margarita Xirgu;;indeterminado;;Margarita Xirgu;Foto de Margarita  Xirgu actuando;el archivo original se llama : margxirgu8.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;600 × 436 61 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipOat_934jT3KsfCH1-_TZyGd4BpodqgVS_kIZqU?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3  (última consulta: 2020-04-21);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-36;Fotos;imagen;1906-1940;Margarita Xirgu;;indeterminado;;Margarita Xirgu;Foto de Margarita  Xirgu actuando en una obre no recococida;el archivo original se llama : margxirgu9.jpg;;Responsable del archivo :Familia de Maragrita Xirgu (fondo de los hermanos Xiru)  | Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;435 × 600 73,7 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipPSTYM22ZzbzK-5NoYsevCbf9NXrrjXgED_NjCc?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3  (última consulta: 2020-04-21);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-37;Fotos;imagen;1906-1930;Margarita Xirgu;;indeterminado;;Margarita Xirgu;Foto de una pancarta  para una actuacion de Margarita Xirgu en el Principal Palace;El archivo original se llama: mxirgu.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;223 × 350 16,6 ko;;;;;Archivo JPG;Digital;mediocre;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipNPpZMMlw5uMcuRHGSA9kN6AZ_gyw-In-blOEjV?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3  (última consulta: 2020-04-21);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-38;Fotos;imagen;1906-1930;Margarita Xirgu;;indeterminado;;Foto de Margarita Xirgu actuando;Foto de Margarita  Xirgu;El archivo original se llama: solis1.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;452 × 600 63 ko;;;;;Archivo JPG;Digital;mediocre;https://photos.google.com/share/AF1QipNW8bRri9xHS0AiKHoQRKY47_HlMYYmElD_5CKW-SOyCQT4shJ8VcnX21kznj-_YA/photo/AF1QipNzdqT5A6N1bLwPSymqwAt1kL5mA1NBddsLy9hb?key=UW1halZNaTlKdVVpdm5UbHd5cEk3QVdGenBnTlp3  (última consulta: 2020-04-21);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-39;Fotos;imagen;1906-1931;Margarita Xirgu  ‘’la Dama de las Camelias’’;;indeterminado;;Foto de Margarita actuando;Foto de Margarita  Xirgu actuando en: la Dama de las Camelias;El archivo original se llama: xirgu1.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;417 × 640 44,7 ko;;;;;Archivo JPG;Digital;mediocre;https://photos.google.com/share/AF1QipMBAA6t82pkaOILDa3oH_8t_ikcD26E6zKKhijtY3ng9pLVno5EhKWo2kGryRUtVw/photo/AF1QipP0J-JkU-jqAUUirJvwUceoJYykcGkY68X23CiO?key=UUdESTA5UTF1RElhQmVlVXVyQzRWZERwUnlkbGZB  (última consulta: 2020-04-21);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-40;Fotos;imagen;1906-1930;Fotos de Margarita xirgu ‘’Magda’’;;indeterminado;;Foto de Margarita actuando;Foto de Margarita Xirgu al primer plano actuando ‘’Magda’’;el archivo original se llama : xirgu10.jpg;;Responsable del archivo :Familia de Maragrita Xirgu (fondo de los hermanos Xiru)  | Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;400 × 634 36,4 ko;;;;;Archivo JPG;Digital;mediocre;https://photos.google.com/share/AF1QipMBAA6t82pkaOILDa3oH_8t_ikcD26E6zKKhijtY3ng9pLVno5EhKWo2kGryRUtVw/photo/AF1QipMyfjMp0HCQuzskID-EZJKHBIudokklO5b-ouHl?key=UUdESTA5UTF1RElhQmVlVXVyQzRWZERwUnlkbGZB  (última consulta: 2020-04-22);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-41;Fotos;imagen;1906-1930;Margarita  Xirgu la’’ Reina Jove’’;;indeterminado;;Foto de Margarita actuando Enrique Diosdado; Foto de Margarita Xirgu actuando’’ la la reina Joves’’;el archivo original se llama : xirgu11.jpg;;Responsable del archivo :Familia de Maragrita Xirgu (fondo de los hermanos Xiru)  | Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;640 × 405 40,3 ko;;;;;Archivo JPG;Digital;mediocre;https://photos.google.com/share/AF1QipMBAA6t82pkaOILDa3oH_8t_ikcD26E6zKKhijtY3ng9pLVno5EhKWo2kGryRUtVw/photo/AF1QipMEdN80AbdO4_2rlaaTqUB46n33ie4CApeyL76L?key=UUdESTA5UTF1RElhQmVlVXVyQzRWZERwUnlkbGZB  (última consulta: 2020-04-22);;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-42;Fotos;imagen;1906-1930;Margarita  Xirgu Teodora;;indeterminado;;Foto de Margarita actuando;Foto de Margarita  Xirgu en primer plano vestida con una saya actuando ‘’Teodora’’;El archivo original se llama:  xirgu12.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;388 × 638 37,7 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipMBAA6t82pkaOILDa3oH_8t_ikcD26E6zKKhijtY3ng9pLVno5EhKWo2kGryRUtVw/photo/AF1QipOaC1fPNlRMID0-fhfkVM_M-P9K-M_24a__I0_-?key=UUdESTA5UTF1RElhQmVlVXVyQzRWZERwUnlkbGZB  (última consulta: 2020-04-22);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-43;Fotos;imagen;1906-1930;Margarita Xirgu  ‘’la Dama de las Camelias’’;;indeterminado;;Foto de Margarita actuando;Foto de Margarita  Xirgu actuando ‘’La Dama de Las Camelias’’;xirgu14.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;413 × 640 43,7 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipMBAA6t82pkaOILDa3oH_8t_ikcD26E6zKKhijtY3ng9pLVno5EhKWo2kGryRUtVw/photo/AF1QipMR2vD3ZxGWeEzLq-gt1tHi8vD74gRorh8cIivG?key=UUdESTA5UTF1RElhQmVlVXVyQzRWZERwUnlkbGZB  (última consulta: 2020-04-22);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-44;Fotos;imagen;1906-1930;Margarita  Xirgu la’’ Magda’’;;indeterminado;;Foto de Margarita actuando;Foto de Margarita Xirgu al primer plano actuando ‘’Magda’’;El archivo original se llama : xirgu3.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;397 × 640 46,4 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipMBAA6t82pkaOILDa3oH_8t_ikcD26E6zKKhijtY3ng9pLVno5EhKWo2kGryRUtVw/photo/AF1QipP3cK3d8RKwGDDZd_ibQBbZifRWJtUd37b_hXWg?key=UUdESTA5UTF1RElhQmVlVXVyQzRWZERwUnlkbGZB  (última consulta: 2020-04-22);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-45;Fotos;imagen;1906-1931;Margarita  Xirgu ‘’Magda’’;;indeterminado;;Foto de Margarita actuando;Foto de Margarita Xirgu al primer plano actuando ‘’Magda’’;El archivo original se llama : xirgu4.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;392 × 634 35,8 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipMBAA6t82pkaOILDa3oH_8t_ikcD26E6zKKhijtY3ng9pLVno5EhKWo2kGryRUtVw/photo/AF1QipPOX61F2U2vA5AYoC4YE3Zk0SofiK2lneO7kqAV?key=UUdESTA5UTF1RElhQmVlVXVyQzRWZERwUnlkbGZB  (última consulta: 2020-04-22);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-46;Fotos;imagen;1906-1932;Margarita  Xirgu la’’ Teodora’’;;indeterminado;;Foto de Margarita actuando;Foto de Margarita Xirgu actuando ‘’Teodora’’;El archivo original se llama : xirgu5.jpg;;Responsable del archivo :Indeterminado| Editor: Proyecto e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;Archives familiales Margarita Xirgu – Licencia Licencia Creative Commons CC-BY-NC-ND (Attribution-Non Commercial-No Derivatives 4.0 International);;404 × 636 57,4 ko;;;;;Archivo JPG;Digital;Bueno;https://photos.google.com/share/AF1QipMBAA6t82pkaOILDa3oH_8t_ikcD26E6zKKhijtY3ng9pLVno5EhKWo2kGryRUtVw/photo/AF1QipPH7aw1Qgrov6Yj3SuZUnAh76jKlblNXav11xbA?key=UUdESTA5UTF1RElhQmVlVXVyQzRWZERwUnlkbGZB  (última consulta: 2020-04-22);;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
